SMILES,MolecularWeight,LogP,TPSA,HBD,HBA,RotatableBonds,Suitability
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,507.18,-1.63,279.13,7.0,14.0,8.0,0
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,427.2,-1.75,232.6,6.0,12.0,6.0,0
CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,401.85,3.3,94.14,3.0,6.0,2.0,0
O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CCN(CCO)CC1,355.85,0.85,65.78,1.0,6.0,4.0,0
O=C(O)[C@@H]1C[C@H]2C[C@@H](CCc3nn[nH]n3)CC[C@H]2CN1,279.34,0.61,103.79,3.0,5.0,4.0,0
Cc1cc2c(s1)Nc1ccc(F)cc1N=C2N1CCN(C)CC1,330.43,3.58,30.87,1.0,5.0,0.0,0
CC(C)N1CCC(c2ccccc2)(c2ccccc2)CC1,279.43,4.48,3.24,0.0,1.0,3.0,0
O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1,409.42,4.79,40.54,1.0,3.0,6.0,0
CC(C)n1c(=O)c2c(-c3noc(C4CC4)n3)ncn2c2ccccc21,335.37,3.16,78.22,0.0,7.0,3.0,0
CCC(c1ccc(O)c(C)c1)C(CC)c1ccc(O)c(C)c1,298.43,5.4,40.46,2.0,2.0,5.0,0
O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,383.5,1.41,69.64,0.0,6.0,6.0,0
CNc1nc(Cl)c(SC)c(N2CCN(C)CC2)n1,287.82,1.65,44.29,1.0,6.0,3.0,0
CN(C)C(=O)CCS[C@H](SCCC(=O)O)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,515.1,6.48,70.5,1.0,5.0,11.0,0
COC(=O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O,354.45,2.65,65.56,2.0,4.0,1.0,0
NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1,404.35,2.04,101.45,2.0,6.0,3.0,0
NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,365.79,2.36,88.56,2.0,5.0,3.0,0
CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,359.4,2.32,65.78,1.0,5.0,4.0,0
CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O,242.27,2.75,43.37,0.0,3.0,0.0,0
N[C@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,650.98,3.95,92.78,3.0,4.0,5.0,0
CO[C@@]1(NC(=O)CSC(F)F)C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)CO[C@@H]21,496.47,-1.29,169.0,3.0,12.0,11.0,0
c1cc[nH]c1,67.09,1.01,15.79,1.0,0.0,0.0,0
c1cncnc1,80.09,0.48,25.78,0.0,2.0,0.0,0
c1cnccn1,80.09,0.48,25.78,0.0,2.0,0.0,0
CC1(c2ccccc2)OC(C(=O)O)=CC1=O,218.21,1.47,63.6,1.0,3.0,2.0,0
O=c1cc[nH]c(=O)[nH]1,112.09,-0.94,65.72,2.0,2.0,0.0,0
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,304.47,6.22,37.3,1.0,1.0,14.0,0
C1CCNCC1,85.15,0.76,12.03,1.0,1.0,0.0,0
O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,254.28,3.4,54.37,1.0,2.0,5.0,0
CCOC(=O)c1ccc(O)cc1,166.18,1.57,46.53,1.0,3.0,2.0,0
CNC(C)C(O)c1ccccc1,165.24,1.33,32.26,2.0,2.0,3.0,0
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,354.49,6.5,0.0,0.0,0.0,2.0,0
CC12CCC(CC1=O)C2(C)C,152.24,2.4,17.07,0.0,1.0,0.0,0
Nc1cc[nH]c(=O)n1,111.1,-0.65,71.77,2.0,3.0,0.0,0
C[C@H](CS)C(=O)N1C[C@@H](Sc2ccccc2)C[C@H]1C(=O)O,325.45,2.4,57.61,2.0,4.0,5.0,0
C1CCCCC1,84.16,2.34,0.0,0.0,0.0,0.0,0
Clc1ccccc1,112.56,2.34,0.0,0.0,0.0,0.0,0
Cc1ccc(S(N)(=O)=O)cc1,171.22,0.64,60.16,1.0,2.0,1.0,0
O=[N+]([O-])c1ccc(/C=N/O)o1,156.1,1.0,88.87,1.0,5.0,2.0,0
CCOC(=O)c1ccc(N)cc1,165.19,1.45,52.32,1.0,3.0,2.0,0
O=C(O)CCC(=O)O,118.09,-0.06,74.6,2.0,2.0,3.0,0
c1ccc2ccccc2c1,128.17,2.84,0.0,0.0,0.0,0.0,0
Cc1ccccc1,92.14,2.0,0.0,0.0,0.0,0.0,0
O=Cc1ccccc1,106.12,1.5,17.07,0.0,1.0,1.0,0
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,438.57,1.91,106.94,3.0,6.0,8.0,0
O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,316.16,2.63,54.35,1.0,3.0,1.0,0
O=C(O)[C@@H]1C[C@@H](C2CCCCC2)CN1C(=O)CP(=O)(O)CCCCc1ccccc1,435.5,4.16,94.91,2.0,3.0,9.0,0
ClC=C(Cl)Cl,131.39,2.5,0.0,0.0,0.0,0.0,0
c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,310.4,5.19,17.82,0.0,2.0,4.0,0
CCOCC,74.12,1.04,9.23,0.0,1.0,2.0,0
CC(C)(C)c1cc(/C=C2\SC(=N)NC2=O)cc(C(C)(C)C)c1O,332.47,4.13,73.18,3.0,4.0,1.0,0
CCOC(=O)C(=O)Nc1nc(-c2ccc(OC)cc2)cs1,306.34,2.32,77.52,1.0,6.0,4.0,0
CC(C)(C)Sc1c(CC(C)(C)C(=O)O)n(Cc2ccc(Cl)cc2)c2ccc(OCc3ccc4ccccc4n3)cc12,587.19,9.01,64.35,1.0,5.0,9.0,0
Cc1c2cc[n+](C)cc2c(C)c2c1[nH]c1ccc(O)cc12,277.35,3.62,39.9,2.0,1.0,0.0,0
O=c1cc(-c2ccccc2)oc2ccccc12,222.24,3.46,30.21,0.0,2.0,1.0,0
COc1cc(/C=C2\CCC/C(=C\c3ccc(O)c(OC)c3)C2=O)ccc1O,366.41,4.34,75.99,2.0,5.0,4.0,0
O=C(O)CCCCCCCNC(=O)c1ccccc1O,279.34,2.55,86.63,3.0,3.0,9.0,0
C=C1C[C@H]2C=Nc3cc(OCCCOc4cc5c(cc4OC)C(=O)N4CC(=C)C[C@H]4C=N5)c(OC)cc3C(=O)N2C1,556.62,4.52,102.26,0.0,8.0,8.0,0
N#CN=C(NCCCCCCOc1ccc(Cl)cc1)Nc1ccncc1,371.87,4.21,82.33,2.0,4.0,9.0,0
CCN(CC)CC1CCCCN1CC(=O)N1c2ccccc2C(=O)Nc2cccnc21,421.55,3.51,68.78,1.0,5.0,6.0,0
C[C@@](O)(/C=C/[C@H]1CC=CC(=O)O1)[C@@H](C[C@@H](O)/C=C\C=C/C=C/CO)OP(=O)(O)O,430.39,1.06,153.75,5.0,7.0,11.0,0
CCOC(=O)C[C@H](NC(=O)CN1C(=O)N[C@@](C)(c2ccc(C(=N)N)cc2)C1=O)c1ccccc1,465.51,1.55,154.68,4.0,6.0,9.0,0
Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,241.25,0.96,94.46,2.0,5.0,3.0,0
COc1ccc(C(=O)N2CCN(c3ccc4c(c3)CCC(=O)N4)CC2)cc1OC,395.46,2.55,71.11,1.0,5.0,4.0,0
c1ccc(C2CN3CCSC3=N2)cc1,204.3,2.15,15.6,0.0,3.0,1.0,0
COc1ccc(-c2nc(C(F)(F)F)[nH]c2-c2ccc(OC)cc2)cc1,348.32,4.78,47.14,1.0,3.0,4.0,0
O=S(=O)(Nc1cccc(OCc2ccc3ccccc3n2)c1)C(F)(F)F,382.36,4.08,68.29,1.0,4.0,5.0,0
O=C1NC(=O)C(Cc2ccc3c(c2)CC[C@H](Cc2ccccc2)O3)S1,353.44,3.52,55.4,1.0,4.0,4.0,0
C[C@@H]([C@@H](O)c1ccc(O)cc1)N1CCC(O)(c2ccccc2)CC1,327.42,2.8,63.93,3.0,4.0,4.0,0
N[C@@H](Cc1c[nH]cn1)C(=O)O,155.16,-0.64,92.0,3.0,3.0,3.0,0
C[C@H](N)C(=O)O,89.09,-0.58,63.32,2.0,2.0,1.0,0
COc1ccc(-c2nc(S(C)(=O)=O)[nH]c2-c2ccc(OC)cc2)cc1,358.42,3.16,81.28,1.0,5.0,5.0,0
COc1cc(N)c(Cl)cc1C(=O)NC1CN2CCC1CC2,309.8,1.75,67.59,2.0,4.0,3.0,0
CC(C)(CC(=O)O)Cc1nc2cc(Cl)cnc2n1Cc1ccc(Cl)cc1,392.29,4.83,68.01,1.0,4.0,6.0,0
C=C(C)[C@]12C[C@@H](C)[C@@]34O[C@](Cc5ccccc5)(O[C@@H]1[C@@H]3C=C(COC(=O)Cc1ccc(O)c(OC)c1)C[C@]1(O)C(=O)C(C)=C[C@@H]41)O2,628.72,4.74,120.75,2.0,9.0,8.0,0
O=S(=O)(c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)[nH]1)C(F)(F)C(F)F,420.33,4.65,62.82,1.0,3.0,5.0,0
CCCCOC(=O)N[C@@H](CNC(=O)C[C@H]1CC(c2ccc(C(=N)N)cc2)=NO1)C(=O)OC,447.49,1.04,165.19,4.0,8.0,11.0,0
CC(=O)c1ccc2c(c1)C(=O)C1(CC1)O2,202.21,2.0,43.37,0.0,3.0,1.0,0
c1ccc2nc(N3CCNCC3)ccc2c1,213.28,1.64,28.16,1.0,3.0,1.0,0
Cc1cc(/N=C(\Nc2nccs2)NC2CCCCC2)c2ccccc2n1,365.51,5.02,62.2,2.0,4.0,3.0,0
Cc1nc2ccccn2c(=O)c1CCN1CCC(C(=O)c2ccc(F)cc2)CC1,393.46,3.28,54.68,0.0,5.0,5.0,0
Cc1cc(C)cc(NC(=O)Cc2ccc(OC(C)(C)C(=O)O)cc2)c1,341.41,3.73,75.63,2.0,3.0,6.0,0
O=C1CCC(=O)N1,99.09,-0.58,46.17,1.0,2.0,0.0,0
CSc1ccc(/C=C2/C(C)=C(CC(=O)O)c3cc(F)ccc32)cc1,340.42,5.35,37.3,1.0,2.0,4.0,0
C[C@H](C(=O)O)c1ccc(C[C@H]2CCC[C@@H]2O)cc1,248.32,2.58,57.53,2.0,2.0,4.0,0
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,339.39,3.86,49.81,0.0,5.0,6.0,0
Cc1c(C)c2ccc(OCc3nnc(C(C)C)s3)cc2oc1=O,330.41,3.96,65.22,0.0,6.0,4.0,0
CC1(C)CN2C(=O)c3[nH]cnc3N(Cc3ccc(Cl)cc3)C2=N1,329.79,2.67,64.59,1.0,4.0,2.0,0
CCS(=O)(=O)Oc1ccc2c(C)c(C)c(=O)oc2c1,282.32,2.14,73.58,0.0,5.0,3.0,0
NCCNC(=O)c1ccc(Cl)cn1,199.64,0.42,68.01,2.0,3.0,3.0,0
COc1ccc(-c2nc(C(F)(F)F)sc2-c2ccc(OC)cc2)cc1,365.38,5.51,31.35,0.0,4.0,4.0,0
CN(C)CCCSc1ccccc1NC(=O)/C=C/c1ccccc1,340.49,4.38,32.34,1.0,3.0,8.0,0
CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,403.53,4.06,46.5,1.0,4.0,4.0,0
CC(C)(C)CCC#C[C@@H]1C[C@H]1c1c[nH]cn1,216.33,3.34,28.68,1.0,1.0,2.0,0
Cc1nc2ccccc2c(=O)n1-c1ccccc1Cl,270.72,3.35,34.89,0.0,3.0,1.0,0
OC(c1ccccc1)C1CCN(CCc2ccccc2)CC1,295.43,3.67,23.47,1.0,2.0,5.0,0
Oc1ccc(CC2NCCc3cc(O)c(O)cc32)cc1,271.32,2.23,72.72,4.0,4.0,2.0,0
O=c1[nH]c2cc(C(F)(F)F)c(N3CCOCC3)cc2n(CP(=O)(O)O)c1=O,409.26,0.68,124.86,3.0,6.0,3.0,0
COc1ccc(Cc2cnc(N)nc2N)cc1OC,260.3,1.25,96.28,2.0,6.0,4.0,0
Cl.Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC=O)cn3C)cn2C)cc1C(=O)NCCC(=N)N,481.52,0.83,181.06,6.0,8.0,10.0,0
O=C(O)c1cnccn1,124.1,0.17,63.08,1.0,3.0,1.0,0
CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)[C@H](CSc1cccs1)C(=O)NO,477.65,3.1,107.53,4.0,6.0,12.0,0
CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](O)C(=O)NO)C(C)(C)C,331.41,-0.21,127.76,5.0,5.0,7.0,0
C=CCN1CCc2nc(N)sc2CC1,209.32,1.31,42.15,1.0,4.0,2.0,0
CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)NO)CC(C)C,388.47,1.5,123.32,5.0,4.0,9.0,0
CCN(CC)CCCNc1nccc2c(C)c3[nH]c4ccc(OC)cc4c3c(C)c12,404.56,5.64,53.18,2.0,4.0,8.0,0
NCCCCNCCCN,145.25,-0.34,64.07,3.0,3.0,7.0,0
CN(C)CCN1C(=O)c2cccc3cc(N)cc(c23)C1=O,283.33,1.58,66.64,1.0,4.0,3.0,0
COc1ccc(S(=O)(=O)Nc2cccnc2Nc2ccc(O)cc2)cc1,371.42,3.34,100.55,3.0,6.0,6.0,0
CN1CCC23CCCCC2C1Cc1ccc(O)cc13,257.38,3.08,23.47,1.0,2.0,0.0,0
C=CCN(C1=NCCN1)c1c(Cl)cccc1Cl,270.16,2.95,27.63,1.0,3.0,3.0,0
CN1C(C(=O)Nc2nccs2)=C(O)c2ccccc2S1(=O)=O,337.38,1.64,99.6,2.0,6.0,2.0,0
Cc1nnc2n1-c1sc(CCC(=O)N3CCOCC3)cc1C(c1ccccc1Cl)=NC2,455.97,3.43,72.61,0.0,7.0,4.0,0
O=c1[nH]c(=O)n(C2CCCO2)cc1F,200.17,-0.02,64.09,1.0,4.0,1.0,0
N=C(N)NCCC(=O)O,131.13,-1.06,99.2,4.0,2.0,3.0,0
CCc1c(OC)nc2nc(C(=O)c3ccccc3)cn2c1C,295.34,2.84,56.49,0.0,5.0,4.0,0
CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H](CC(=O)[C@@H](NC(=O)c1cc(C)on1)C(C)C)Cc1ccc(F)cc1,598.67,2.82,156.7,3.0,8.0,15.0,0
Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,450.57,5.32,15.71,0.0,3.0,10.0,0
CN(CC(=O)O)C(=N)N,131.13,-1.1,90.41,3.0,2.0,2.0,0
CNc1cc(OC)c(C(=O)NC2CCN(Cc3ccccc3)C2C)cc1Cl,387.91,3.78,53.6,2.0,4.0,6.0,0
CCCCn1c(=O)c2c(ncn2CC(C)=O)n(CCCC)c1=O,320.39,1.55,78.89,0.0,7.0,8.0,0
CCC(=O)N(c1ccc(Cl)c(Cl)c1)C1CCCC1N(C)C,329.27,4.22,23.55,0.0,2.0,4.0,0
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)ccc1OC,354.47,1.7,75.71,1.0,5.0,7.0,0
COC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O,560.64,2.41,163.48,3.0,9.0,4.0,0
CCCn1c(=O)[nH]c(=O)c2nc[nH]c21,194.19,-0.18,83.54,2.0,4.0,2.0,0
CC(C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1,292.43,4.15,16.13,0.0,2.0,5.0,0
CCCCCCCCC/C=C\C=C\[C@@H](SCCC(=O)O)[C@@H](O)c1cccc(-c2nnn[nH]2)c1,472.66,5.73,111.99,3.0,6.0,17.0,0
CCC(CC)(CC(=O)Nc1cccc(/C=C/c2nc(C3CCC3)cs2)c1)C(=O)O,412.56,5.8,79.29,2.0,4.0,9.0,0
CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)Cc2ccccc2)c(=O)n(-c2ccccc2)c(=O)n3Cc2c(F)cccc2F)cc1,667.74,6.52,97.6,2.0,8.0,10.0,0
O=C(O)CCS[C@H](c1ccccc1CCCCCCCCc1ccccc1)[C@@H](O)C(=O)O,458.62,5.51,94.83,3.0,4.0,16.0,0
CCCc1c(OCCCCCOc2cc3c(cc2C(C)=O)CCC(C(=O)O)O3)ccc(C(C)=O)c1O,498.57,5.16,119.36,2.0,7.0,13.0,0
CC(=O)OC1CN2CCC1CC2,169.22,0.64,29.54,0.0,3.0,1.0,0
CCN(CC)CCNc1ccc(C)c2sc3ccccc3c(=O)c12,340.49,4.48,32.34,1.0,4.0,6.0,0
CCOC(=O)NP(=O)(N1CC1(C)C)N1CC1(C)C,275.29,2.03,61.42,1.0,3.0,4.0,0
CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12,356.49,3.66,52.57,2.0,5.0,7.0,0
Cc1cc(=O)n(-c2ccccc2)n1C,188.23,1.48,26.93,0.0,3.0,1.0,0
C[N+](C)([O-])CCC=C1c2ccccc2CCc2ccccc21,293.41,4.18,23.06,0.0,1.0,3.0,0
CC(C)(C)N/C(=N\C#N)Nc1cccc(/C(=C\CCCC(=O)O)c2cccnc2)c1,405.5,4.41,110.4,3.0,4.0,7.0,0
c1csc(C2(N3CCCCC3)CCCCC2)c1,249.42,4.39,3.24,0.0,2.0,2.0,0
CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,335.19,3.13,52.9,1.0,3.0,1.0,0
O=C(O)CCC/C=C(\c1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1)c1cccnc1,485.01,4.94,96.36,2.0,4.0,11.0,0
CC[C@@]1(CC(=O)O)OC[C@H](Cc2ccccc2)c2c1[nH]c1ccccc21,349.43,4.6,62.32,2.0,2.0,5.0,0
Cc1ccccc1OCC(O)CNCCOc1ccc(C(N)=O)cc1,344.41,1.5,93.81,3.0,5.0,10.0,0
O=C(O)CCCCO/N=C(/c1cccnc1)c1cccc(C(F)(F)F)c1,366.34,4.12,71.78,1.0,4.0,8.0,0
O=C(Nc1cccc(C(F)(F)F)c1)c1cc(Br)cc(Br)c1O,439.02,5.19,49.33,2.0,2.0,2.0,0
CO[C@]12CC[C@@]3(C[C@@H]1C(C)(C)O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,425.57,3.39,62.16,2.0,5.0,4.0,0
CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,300.83,3.68,6.48,0.0,2.0,3.0,0
CCc1nc(N)nc(N)c1-c1ccc(Cl)c(Cl)c1,283.16,3.18,77.82,2.0,4.0,2.0,0
CC(Cc1ccccc1)NN,150.22,1.08,38.05,2.0,2.0,3.0,0
C(=N/NC1=NCCN1)\c1c2ccccc2c(/C=N/NC2=NCCN2)c2ccccc12,398.47,1.76,97.56,4.0,8.0,4.0,0
CCCCCN(CCCCC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,459.41,5.17,86.71,2.0,3.0,14.0,0
N=C(N)c1ccc(OCCCOc2ccc(C(=N)N)cc2)cc1,312.37,2.1,118.2,4.0,4.0,8.0,0
Cc1cccc(C)c1NC(=O)c1ccc(N)cc1,240.31,3.14,55.12,2.0,2.0,2.0,0
Cn1nc(-c2cccc(F)c2)n(C)c1=S,223.28,2.29,22.75,0.0,4.0,1.0,0
N=C(N)c1ccc(OCCCCCCOc2ccc(C(=N)N)cc2)cc1,354.45,3.27,118.2,4.0,4.0,11.0,0
CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,284.36,0.81,101.65,3.0,4.0,6.0,0
COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,271.4,3.38,12.47,0.0,2.0,1.0,0
CNC(C)C(O)c1ccc(O)c(O)c1,197.23,0.74,72.72,4.0,4.0,3.0,0
CCOC(=O)c1cncn1[C@@H](C)c1ccccc1,244.29,2.67,44.12,0.0,4.0,4.0,0
COC(=O)c1nc2cc(Cl)c3cccnc3c2o1,262.65,2.82,65.22,0.0,5.0,1.0,0
C[S+]([O-])c1ccc2oc3ccc(C(=O)O)cc3c(=O)c2c1,302.31,2.38,90.57,1.0,4.0,2.0,0
CC(C)(Oc1ccc(Cl)cc1)C(=O)O,214.65,2.58,46.53,1.0,2.0,3.0,0
CCOc1cc(Cc2cnc(N)nc2N)cc(OCC)c1-n1cccc1,353.43,2.82,101.21,2.0,7.0,7.0,0
NC(=O)c1cc(N2CC2)c([N+](=O)[O-])cc1[N+](=O)[O-],252.19,0.42,132.38,1.0,6.0,4.0,0
O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,281.23,4.15,49.33,2.0,2.0,3.0,0
CCNC1(c2ccccc2)CCCCC1,203.33,3.46,12.03,1.0,1.0,3.0,0
N#Cc1ccc(Cn2cncc2CN2CCN(c3cccc(Cl)c3)C(=O)C2)cc1,405.89,3.31,65.16,0.0,5.0,5.0,0
CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12,261.37,3.92,3.24,0.0,1.0,1.0,0
O=C(O)c1ccccc1Nc1cccc(Cl)c1Cl,282.13,4.44,49.33,2.0,2.0,3.0,0
O=C(O)c1ccccc1Nc1ccccc1,213.24,3.13,49.33,2.0,2.0,3.0,0
O=C(O)C1=Cc2sc(Cn3ccnc3)cc2CC1,260.32,2.41,55.12,1.0,4.0,3.0,0
Nc1c2c(nc3ccccc13)CCCC2O.O=C(O)/C=C\C(=O)O,214.27,2.19,59.14,2.0,3.0,0.0,0
CC(C)=CCC/C(C)=C/CC/C(C)=C/CSc1ccccc1C(=O)O,358.55,6.9,37.3,1.0,2.0,10.0,0
COc1cc(OC)nc(O[C@H](C(=O)O)C(OC)(c2ccccc2)c2ccccc2)n1,410.43,2.92,100.0,1.0,7.0,9.0,0
CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,275.2,3.15,87.9,0.0,6.0,7.0,0
Nc1nc(=O)c2ncn([C@@H]3C[C@H](CO)[C@H]3CO)c2[nH]1,265.27,-1.14,130.05,4.0,7.0,3.0,0
NCCCNCCCCNCCCN,202.35,-0.36,76.1,4.0,4.0,11.0,0
COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@@H]23)OCO4)cc(OC)c1OC,414.41,2.41,92.68,1.0,8.0,4.0,0
CC1(C)C(=O)Nc2cc3[nH]c(-c4ccncc4)nc3cc21,278.31,2.85,70.67,2.0,3.0,1.0,0
CC1=NC(=O)C(CCN(C(C)C)C(C)C)(c2ccccc2)C2CCCCN12,369.55,4.25,35.91,0.0,3.0,6.0,0
CC(C)C(NC(=O)Cn1c(-c2ccccc2)ncc(N)c1=O)C(=O)c1nnc(C(C)(C)C)o1,452.52,2.2,146.0,2.0,9.0,7.0,0
COc1c2ccoc2cc2oc(=O)ccc12,216.19,2.55,52.58,0.0,4.0,1.0,0
N=C(N)c1ccc(-c2ccc(-c3ccc(C(=N)N)cc3)o2)cc1,304.35,3.18,112.88,4.0,3.0,4.0,0
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,368.39,3.37,93.06,2.0,6.0,8.0,0
CC(=O)C1C(=O)C=C(C)OC1=O,168.15,0.22,60.44,0.0,4.0,1.0,0
O=C(O)c1ccccc1OP(=O)(O)O,218.1,0.86,104.06,3.0,3.0,3.0,0
COc1ccc(-c2nc3cc(C4=NNC(=O)CC4C)ccc3[nH]2)cc1,334.38,3.1,79.37,2.0,4.0,3.0,0
CCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCC,344.49,4.15,72.83,1.0,5.0,16.0,0
CCN(CC)CCOC(=O)C(C)(c1ccccc1)c1ccccc1,325.45,3.88,29.54,0.0,3.0,8.0,0
CCNc1cccnc1N1CCN(C(=O)c2cc3cc(OC)ccc3[nH]2)CC1,379.46,2.97,73.49,2.0,5.0,5.0,0
CNC(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@@H](Cc1ccc2ccccc2c1)N(C)C(=O)/C=C/CC(C)(C)N,528.7,3.71,95.74,2.0,4.0,11.0,0
C[C@]12N[C@H](Cc3ccccc31)c1ccccc12,221.3,3.15,12.03,1.0,1.0,0.0,0
CNCCNc1ccc2c3c(nn2CCNCCO)-c2c(O)ccc(O)c2C(=O)c13,411.46,0.87,131.67,6.0,9.0,9.0,0
CNCCc1ccccn1,136.2,0.84,24.92,1.0,2.0,3.0,0
Cn1c(=O)c2c(ncn2CCO)n(C)c1=O,224.22,-1.57,82.05,1.0,7.0,2.0,0
CN(C)CCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12,324.38,3.66,71.3,1.0,5.0,6.0,0
CCCCCCCCO,130.23,2.34,20.23,1.0,1.0,6.0,0
C[C@H](Cc1c[nH]c2c(OCC(=O)O)cccc12)NC[C@H](O)c1cccc(Cl)c1,402.88,3.54,94.58,4.0,4.0,9.0,0
O=C(O)[C@H]1CCCN1C(=O)CCCCC(=O)N1CCC[C@@H]1C(=O)O,340.38,0.7,115.22,2.0,4.0,7.0,0
Oc1cccc(O)c1,110.11,1.1,40.46,2.0,2.0,0.0,0
CC(=O)[O-].Cc1c2cc[n+](C)cc2c(C)c2c1[nH]c1ccc(O)cc12,277.35,3.62,39.9,2.0,1.0,0.0,0
CCCCCCCCCCCCCCCCCCO,270.5,6.24,20.23,1.0,1.0,16.0,0
CCCCCCCCCCCCCCO,214.39,4.68,20.23,1.0,1.0,12.0,0
C1=CC(=Nn2cccc2)C=CC1=Nn1cccc1,236.28,2.52,34.58,0.0,4.0,2.0,0
O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,347.46,3.6,48.13,2.0,2.0,5.0,0
COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1,387.48,0.72,71.74,1.0,8.0,7.0,0
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCn1ccnn1,459.28,3.95,86.98,1.0,8.0,7.0,0
COc1ccccc1N1CCN(CCCNC(=O)c2cccc3c(=O)c(C)c(-c4ccccc4)oc23)CC1,511.62,4.72,75.02,1.0,6.0,8.0,0
CS(C)(=O)=O,94.14,-0.34,34.14,0.0,2.0,0.0,0
O=C1c2ccccc2C(=O)C1c1ccc(Cl)cc1,256.69,3.5,34.14,0.0,2.0,1.0,0
CCO[C@@H](Cc1ccc(OCCN2c3ccccc3Oc3ccccc32)cc1)C(=O)O,419.48,5.04,68.23,1.0,5.0,9.0,0
O=C1c2ccccc2C(=O)C1c1ccc(F)cc1,240.23,2.99,34.14,0.0,2.0,1.0,0
CCO[C@@H](Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(=O)O,408.47,2.68,99.13,1.0,6.0,11.0,0
