MolecularWeight,LogP,TPSA,HBD,HBA,RotatableBonds,Suitability
519.69,1.71,150.7,4.0,5.0,8.0,1
279.23,-0.5,110.52,3.0,4.0,1.0,0
166.24,1.98,20.23,1.0,1.0,2.0,1
230.31,3.3,34.37,0.0,3.0,3.0,1
246.35,4.33,40.46,2.0,2.0,5.0,0
263.79,3.96,3.24,0.0,2.0,2.0,1
422.4,1.31,166.94,4.0,8.0,2.0,1
821.91,6.32,74.6,2.0,3.0,3.0,0
500.53,1.05,146.35,3.0,7.0,9.0,1
287.45,3.94,23.47,1.0,2.0,5.0,1
309.41,2.27,67.79,2.0,5.0,7.0,1
380.37,2.91,78.32,2.0,4.0,3.0,1
320.76,3.25,83.63,2.0,4.0,1.0,0
281.31,3.04,57.61,1.0,2.0,3.0,1
362.43,2.53,96.25,4.0,4.0,4.0,0
717.74,11.17,14.24,0.0,2.0,9.0,0
170.12,0.5,97.99,4.0,4.0,1.0,0
431.56,2.66,90.66,1.0,6.0,11.0,0
872.89,6.67,359.42,8.0,16.0,9.0,1
250.26,1.87,73.95,1.0,4.0,1.0,0
399.48,2.06,122.16,3.0,5.0,11.0,0
204.23,1.3,49.41,1.0,2.0,2.0,1
284.44,4.31,20.23,1.0,1.0,0.0,0
211.74,2.84,12.03,1.0,1.0,6.0,1
458.42,7.24,37.3,1.0,1.0,15.0,0
248.32,3.3,35.53,0.0,3.0,6.0,0
136.2,1.21,38.05,2.0,2.0,2.0,1
688.61,5.74,106.03,1.0,6.0,8.0,1
294.44,4.12,6.48,0.0,2.0,4.0,1
269.39,3.66,12.47,0.0,2.0,6.0,1
517.56,-0.24,156.43,3.0,7.0,6.0,1
560.68,5.86,106.16,2.0,9.0,7.0,1
211.26,1.21,53.71,1.0,4.0,5.0,0
536.89,12.61,0.0,0.0,0.0,10.0,1
235.33,2.57,29.54,0.0,3.0,5.0,0
413.56,3.29,70.95,3.0,5.0,2.0,0
597.66,4.02,124.24,1.0,10.0,8.0,1
321.16,3.1,61.69,2.0,3.0,1.0,1
252.32,1.75,53.88,0.0,4.0,3.0,0
477.57,2.72,112.87,2.0,7.0,6.0,1
416.53,1.38,85.49,0.0,8.0,9.0,1
329.37,3.33,39.72,1.0,4.0,4.0,1
469.62,4.88,49.39,0.0,6.0,5.0,0
670.88,4.27,153.37,4.0,10.0,10.0,1
410.3,4.41,48.0,0.0,5.0,6.0,0
296.55,3.62,6.48,0.0,4.0,4.0,1
277.24,2.8,70.83,0.0,6.0,5.0,0
303.68,-0.35,119.31,3.0,8.0,2.0,1
337.42,3.59,49.77,1.0,3.0,5.0,1
263.36,3.52,20.31,0.0,2.0,5.0,0
291.44,3.47,41.49,2.0,3.0,6.0,1
339.51,3.93,9.72,0.0,4.0,4.0,0
324.68,2.73,83.56,0.0,8.0,5.0,0
395.44,2.41,90.29,1.0,7.0,5.0,0
449.92,4.93,49.33,2.0,2.0,2.0,1
472.54,2.13,115.35,3.0,8.0,13.0,0
576.77,3.54,117.84,4.0,8.0,3.0,0
243.31,2.53,38.33,1.0,2.0,4.0,1
275.48,5.22,12.03,1.0,1.0,3.0,0
703.62,0.27,263.69,4.0,20.0,13.0,0
146.24,-1.92,76.1,4.0,4.0,7.0,1
354.1,-1.22,104.55,3.0,6.0,2.0,1
392.93,6.04,29.27,0.0,3.0,3.0,0
358.48,4.78,36.92,0.0,4.0,9.0,0
311.47,3.96,23.47,1.0,2.0,5.0,1
417.26,2.85,129.54,3.0,7.0,3.0,0
213.19,-0.46,124.01,5.0,5.0,3.0,1
465.51,1.55,154.68,4.0,6.0,9.0,0
284.45,4.25,8.17,0.0,2.0,4.0,0
651.82,3.04,175.58,3.0,9.0,13.0,0
342.44,4.33,56.85,0.0,5.0,10.0,0
520.39,5.3,96.3,2.0,4.0,7.0,1
339.35,3.65,81.79,1.0,5.0,6.0,1
420.53,4.89,64.33,1.0,3.0,4.0,1
748.3,3.85,182.33,3.0,10.0,11.0,1
325.37,0.6,123.13,4.0,7.0,6.0,1
298.55,6.88,20.23,1.0,1.0,17.0,0
365.25,2.81,108.85,3.0,4.0,4.0,0
177.25,0.98,36.42,2.0,1.0,2.0,1
494.45,3.34,184.98,7.0,9.0,8.0,0
311.43,3.7,29.54,0.0,3.0,8.0,0
392.5,3.41,45.17,1.0,5.0,7.0,1
214.21,0.58,88.37,1.0,5.0,2.0,0
361.47,2.06,102.9,2.0,6.0,7.0,0
271.27,2.57,75.63,2.0,4.0,3.0,0
203.24,1.33,37.38,0.0,2.0,1.0,1
321.83,3.67,29.54,0.0,4.0,3.0,1
117.13,-0.03,46.17,1.0,3.0,0.0,0
176.3,-0.24,20.23,1.0,1.0,4.0,0
234.2,2.78,48.14,1.0,4.0,1.0,1
388.3,-4.8,221.54,8.0,8.0,6.0,0
89.09,0.23,40.54,1.0,1.0,0.0,0
492.69,4.26,56.75,0.0,6.0,5.0,1
311.42,3.84,61.09,1.0,3.0,1.0,1
586.69,4.09,114.2,1.0,9.0,4.0,1
267.33,2.85,43.7,2.0,3.0,0.0,1
289.42,3.92,29.54,0.0,3.0,8.0,1
516.6,6.77,62.13,1.0,4.0,9.0,1
187.29,2.18,3.24,0.0,1.0,4.0,1
137.19,1.3,37.81,1.0,3.0,2.0,1
246.31,-0.28,86.74,0.0,6.0,7.0,1
377.44,3.07,85.2,2.0,6.0,7.0,0
317.5,2.85,23.47,1.0,2.0,4.0,1
284.41,2.5,19.14,0.0,3.0,1.0,1
276.42,3.75,32.34,1.0,2.0,7.0,1
476.87,5.87,87.47,2.0,5.0,4.0,0
153.18,1.41,50.09,0.0,3.0,4.0,0
391.74,2.78,66.4,2.0,4.0,5.0,0
218.3,2.19,33.62,1.0,3.0,4.0,0
47.01,0.14,49.66,1.0,2.0,0.0,1
344.5,4.84,43.37,0.0,3.0,2.0,1
329.31,1.56,110.11,2.0,6.0,6.0,0
151.21,1.28,46.25,2.0,2.0,2.0,1
416.87,4.62,94.6,2.0,6.0,7.0,0
316.4,3.53,62.66,1.0,5.0,6.0,0
289.81,3.53,23.47,1.0,2.0,5.0,1
520.48,-1.13,206.3,4.0,12.0,9.0,1
337.46,4.24,40.54,1.0,3.0,6.0,0
246.36,1.65,55.04,1.0,4.0,2.0,0
177.25,1.74,21.26,1.0,2.0,1.0,1
459.28,3.95,86.98,1.0,8.0,7.0,0
414.55,4.08,43.78,1.0,3.0,7.0,0
217.14,0.58,98.21,3.0,2.0,2.0,0
299.8,2.0,67.59,2.0,4.0,7.0,1
141.17,0.45,46.17,1.0,2.0,1.0,1
242.71,1.75,50.36,2.0,3.0,5.0,0
282.3,3.19,67.51,1.0,3.0,2.0,0
535.56,5.09,64.43,0.0,5.0,6.0,0
267.25,-1.98,139.54,4.0,9.0,2.0,1
290.41,3.71,16.13,0.0,2.0,0.0,1
408.45,3.23,98.93,1.0,5.0,7.0,0
527.52,3.24,166.98,1.0,13.0,11.0,0
242.34,1.35,58.2,2.0,3.0,4.0,1
329.39,2.68,101.93,2.0,5.0,7.0,1
507.74,3.87,109.85,3.0,7.0,5.0,1
264.49,2.97,6.48,0.0,3.0,4.0,0
615.63,-8.86,347.32,13.0,19.0,9.0,1
439.89,1.66,109.57,2.0,6.0,4.0,1
324.21,3.41,49.25,1.0,4.0,2.0,0
282.76,1.82,20.23,1.0,1.0,0.0,0
729.91,3.44,146.39,2.0,12.0,4.0,1
248.31,1.68,86.18,2.0,4.0,2.0,1
60.1,0.39,20.23,1.0,1.0,0.0,1
388.64,7.82,29.46,1.0,2.0,8.0,0
341.82,2.48,77.84,3.0,4.0,4.0,0
356.06,5.86,40.46,2.0,3.0,2.0,1
172.09,-0.21,115.06,4.0,6.0,0.0,0
280.32,4.25,39.44,0.0,3.0,3.0,0
296.37,1.21,72.94,2.0,4.0,1.0,0
280.32,4.04,50.44,1.0,3.0,3.0,1
245.32,2.25,38.33,1.0,2.0,4.0,1
440.6,4.94,60.08,2.0,5.0,7.0,0
992.19,-2.55,373.51,11.0,14.0,17.0,0
571.56,6.66,109.06,1.0,8.0,6.0,1
588.55,7.0,57.7,1.0,6.0,7.0,1
421.84,0.29,148.77,4.0,10.0,6.0,0
544.74,1.06,134.42,4.0,9.0,5.0,0
562.71,4.24,142.88,2.0,6.0,6.0,1
373.95,4.58,9.72,0.0,4.0,4.0,1
666.7,-3.9,302.21,7.0,16.0,12.0,1
810.47,5.72,158.13,2.0,11.0,6.0,1
427.46,0.1,148.26,3.0,8.0,7.0,1
450.47,2.88,83.48,1.0,7.0,5.0,1
124.14,1.4,29.46,1.0,2.0,1.0,0
151.16,0.84,63.32,2.0,2.0,2.0,0
164.17,-0.4,95.12,2.0,6.0,0.0,0
402.49,3.32,72.3,1.0,4.0,6.0,0
426.39,2.56,146.86,3.0,9.0,4.0,1
244.38,3.15,24.39,1.0,2.0,2.0,0
204.23,1.12,79.11,3.0,2.0,3.0,1
966.23,6.05,218.8,2.0,16.0,7.0,0
375.43,3.69,75.44,1.0,4.0,4.0,0
447.01,2.01,48.3,0.0,4.0,4.0,1
434.5,2.47,100.9,2.0,6.0,3.0,1
647.9,6.72,75.99,2.0,5.0,0.0,0
287.36,3.38,62.32,2.0,2.0,4.0,0
416.53,-0.45,142.91,4.0,5.0,11.0,0
314.73,2.58,78.76,2.0,3.0,2.0,1
287.36,2.35,72.72,4.0,4.0,6.0,1
402.92,4.53,60.44,0.0,4.0,2.0,0
302.46,4.27,37.3,1.0,2.0,1.0,0
424.5,2.57,95.94,2.0,5.0,9.0,1
149.24,1.84,12.03,1.0,1.0,3.0,1
313.4,3.19,39.72,1.0,4.0,6.0,1
294.4,3.51,40.18,1.0,3.0,5.0,0
263.38,4.3,12.03,1.0,1.0,4.0,1
212.23,0.62,86.19,1.0,4.0,2.0,1
180.2,1.96,46.53,1.0,3.0,3.0,0
398.85,2.67,119.62,3.0,6.0,6.0,1
355.52,4.6,21.7,0.0,3.0,9.0,0
289.34,2.44,81.4,1.0,7.0,5.0,0
268.22,-1.57,102.26,4.0,5.0,2.0,1
676.67,0.07,238.2,8.0,15.0,9.0,0
111.1,-0.63,55.96,2.0,2.0,0.0,0
556.66,1.32,176.66,6.0,10.0,6.0,1
499.71,3.4,123.93,4.0,5.0,7.0,1
230.27,2.85,55.13,1.0,3.0,2.0,0
298.49,6.05,3.88,0.0,0.0,11.0,0
342.44,3.48,62.4,1.0,3.0,6.0,0
160.22,1.23,24.39,1.0,2.0,2.0,1
894.13,7.69,178.72,4.0,9.0,13.0,1
443.46,3.76,89.98,0.0,6.0,4.0,1
194.19,-1.03,61.82,0.0,6.0,0.0,1
259.35,2.58,41.49,2.0,3.0,6.0,0
309.39,3.69,31.92,1.0,2.0,4.0,0
130.25,1.88,0.0,0.0,0.0,4.0,0
326.61,7.8,20.23,1.0,1.0,20.0,1
245.37,3.11,46.25,2.0,2.0,0.0,1
424.61,4.47,43.78,1.0,4.0,7.0,0
299.35,-0.18,113.72,4.0,5.0,7.0,1
366.42,3.04,99.36,2.0,6.0,6.0,0
130.08,-0.8,65.72,2.0,2.0,0.0,1
344.31,-5.76,200.53,9.0,11.0,8.0,0
266.3,2.65,58.12,1.0,4.0,1.0,1
543.53,0.0,206.07,6.0,12.0,5.0,1
475.59,-3.2,199.73,8.0,12.0,8.0,1
358.42,2.43,110.57,2.0,7.0,4.0,0
194.19,0.08,92.42,3.0,3.0,3.0,1
725.85,-3.18,301.32,9.0,10.0,21.0,0
358.27,3.26,58.36,1.0,4.0,9.0,1
272.09,-1.12,153.11,5.0,5.0,4.0,1
186.24,-0.21,86.18,2.0,3.0,2.0,1
298.39,2.2,50.28,1.0,5.0,5.0,1
309.35,1.3,90.41,1.0,6.0,7.0,0
366.5,4.31,43.37,0.0,3.0,0.0,1
806.99,3.82,188.9,4.0,14.0,8.0,1
370.43,2.8,85.36,1.0,6.0,7.0,0
243.33,0.61,85.21,4.0,3.0,5.0,0
420.51,-1.6,162.06,5.0,7.0,7.0,1
237.65,1.23,114.79,4.0,3.0,1.0,0
343.47,3.49,54.46,1.0,4.0,10.0,1
414.69,1.88,84.22,2.0,6.0,4.0,0
341.6,2.1,61.8,2.0,3.0,12.0,0
396.49,4.28,73.43,0.0,6.0,10.0,0
555.52,7.13,45.59,1.0,4.0,8.0,1
370.45,1.25,103.86,3.0,5.0,3.0,1
385.37,2.38,74.57,2.0,5.0,3.0,0
441.4,-0.04,213.28,6.0,9.0,9.0,1
446.58,3.52,100.9,2.0,6.0,6.0,1
352.48,3.61,61.36,3.0,3.0,7.0,0
406.57,5.67,43.37,0.0,3.0,3.0,0
773.32,-2.87,390.27,9.0,21.0,14.0,0
527.62,5.21,48.83,1.0,5.0,6.0,0
184.24,1.03,72.19,2.0,2.0,4.0,0
104.11,-0.16,57.53,2.0,2.0,3.0,1
337.46,4.22,46.26,1.0,3.0,0.0,1
280.31,0.87,107.2,2.0,6.0,4.0,1
456.68,6.17,59.8,2.0,2.0,11.0,1
385.71,5.42,42.21,1.0,5.0,5.0,0
342.86,4.2,43.07,0.0,5.0,2.0,0
370.43,3.53,89.27,1.0,5.0,5.0,1
301.34,0.75,70.0,2.0,5.0,0.0,1
581.67,1.99,118.21,3.0,6.0,4.0,1
272.33,1.79,80.09,2.0,3.0,5.0,0
403.36,2.64,88.56,2.0,5.0,3.0,0
337.4,4.44,60.17,0.0,4.0,3.0,0
263.25,-0.86,103.21,2.0,4.0,3.0,0
473.59,6.08,70.0,2.0,6.0,7.0,1
135.21,1.58,26.02,1.0,1.0,2.0,1
813.45,7.88,128.13,2.0,10.0,16.0,0
393.35,-2.68,196.22,5.0,8.0,16.0,1
276.21,3.21,72.24,1.0,3.0,3.0,1
314.5,4.27,19.03,1.0,2.0,4.0,1
488.33,-2.23,215.72,4.0,13.0,10.0,0
198.31,0.74,65.14,3.0,2.0,3.0,1
315.33,0.58,115.89,4.0,5.0,2.0,0
441.64,2.85,81.3,1.0,5.0,4.0,0
426.47,2.73,80.7,1.0,7.0,5.0,0
246.19,-1.68,104.55,3.0,6.0,2.0,1
350.46,5.76,35.53,0.0,3.0,6.0,1
348.4,1.13,106.94,3.0,4.0,8.0,1
182.06,2.13,9.23,0.0,1.0,2.0,0
355.87,5.18,48.39,2.0,4.0,6.0,1
270.33,2.99,44.12,0.0,4.0,3.0,0
388.9,3.15,53.01,1.0,4.0,8.0,1
284.43,4.24,6.48,0.0,3.0,4.0,1
335.43,1.64,72.42,1.0,5.0,8.0,0
358.42,2.43,110.57,2.0,7.0,4.0,0
436.51,3.06,77.85,1.0,7.0,8.0,0
295.43,4.28,12.47,0.0,2.0,6.0,0
454.61,5.09,63.95,0.0,6.0,13.0,0
348.49,3.8,46.33,1.0,2.0,6.0,0
402.5,3.13,110.73,2.0,6.0,7.0,0
500.58,4.43,80.67,1.0,6.0,4.0,1
435.89,2.55,112.74,2.0,6.0,4.0,1
393.83,3.98,118.76,2.0,7.0,5.0,0
405.46,0.33,122.64,2.0,9.0,11.0,0
306.45,3.54,46.53,1.0,3.0,0.0,1
400.53,2.05,64.68,2.0,4.0,4.0,0
369.37,3.52,73.86,1.0,4.0,5.0,1
182.22,-0.25,74.6,4.0,4.0,3.0,1
351.93,5.27,39.12,2.0,3.0,4.0,0
436.52,2.5,93.06,2.0,6.0,2.0,1
214.27,2.23,45.15,2.0,3.0,4.0,0
371.39,2.58,103.55,1.0,8.0,5.0,0
276.75,1.74,75.27,2.0,3.0,4.0,1
366.42,0.2,64.6,1.0,6.0,3.0,1
414.49,0.73,111.1,3.0,6.0,5.0,0
163.17,-2.97,92.95,5.0,5.0,1.0,1
969.19,5.02,192.92,6.0,12.0,11.0,0
371.87,2.36,45.78,0.0,6.0,5.0,1
240.26,3.03,49.69,2.0,3.0,1.0,0
464.72,7.14,32.26,0.0,5.0,10.0,0
298.45,4.63,6.48,0.0,3.0,5.0,0
275.09,1.27,61.9,3.0,1.0,2.0,0
256.09,1.93,44.7,1.0,3.0,0.0,1
363.89,3.82,47.56,1.0,4.0,7.0,0
376.46,3.42,62.47,0.0,5.0,6.0,0
311.47,3.96,23.47,1.0,2.0,5.0,1
300.4,3.59,43.37,0.0,3.0,0.0,1
275.31,0.29,98.7,2.0,6.0,4.0,0
325.45,4.22,29.54,0.0,3.0,10.0,0
169.18,0.09,86.71,4.0,4.0,2.0,1
285.39,2.67,41.03,1.0,3.0,3.0,0
434.9,3.08,87.9,2.0,4.0,6.0,0
317.39,2.45,92.95,5.0,5.0,8.0,1
272.32,0.87,100.33,1.0,8.0,4.0,0
298.45,4.49,6.48,0.0,3.0,4.0,1
532.57,4.46,65.77,1.0,6.0,4.0,1
340.47,3.53,50.8,1.0,5.0,4.0,0
306.24,5.18,12.03,1.0,1.0,2.0,1
585.71,5.08,113.85,2.0,10.0,12.0,1
723.59,1.86,227.12,8.0,10.0,12.0,0
377.92,2.49,46.3,0.0,6.0,7.0,0
310.83,4.02,24.92,1.0,2.0,0.0,1
265.31,1.17,51.16,1.0,5.0,3.0,0
408.44,4.03,26.71,1.0,3.0,4.0,0
670.68,-0.61,242.87,5.0,10.0,12.0,0
684.7,-0.11,223.24,4.0,14.0,11.0,1
294.31,0.71,106.94,3.0,4.0,7.0,0
126.0,-0.16,94.83,3.0,2.0,1.0,1
613.8,2.87,118.03,4.0,7.0,11.0,1
383.41,-0.56,147.21,3.0,9.0,5.0,1
190.15,1.49,67.51,1.0,3.0,1.0,0
302.48,4.09,20.23,1.0,1.0,5.0,0
568.54,4.71,155.59,1.0,11.0,9.0,1
62.5,1.37,0.0,0.0,0.0,0.0,1
242.7,3.06,35.53,0.0,3.0,4.0,1
373.95,4.58,9.72,0.0,4.0,4.0,1
261.25,2.35,59.3,1.0,3.0,1.0,0
407.51,4.95,9.72,0.0,4.0,4.0,1
322.36,4.07,48.67,0.0,4.0,2.0,0
358.49,3.24,70.39,2.0,5.0,10.0,0
326.44,2.93,40.62,0.0,2.0,1.0,0
193.25,0.85,48.62,0.0,4.0,2.0,0
470.48,0.29,130.31,2.0,10.0,7.0,0
282.25,-2.48,124.78,4.0,7.0,2.0,0
255.23,-0.59,89.98,0.0,6.0,5.0,1
355.61,5.31,43.7,2.0,3.0,20.0,0
136.2,0.84,24.92,1.0,2.0,3.0,0
264.29,-0.96,105.24,4.0,5.0,3.0,0
539.64,3.62,94.22,2.0,7.0,7.0,1
387.44,1.06,103.04,1.0,8.0,4.0,1
392.52,3.77,46.53,1.0,3.0,4.0,1
321.34,0.54,122.22,1.0,9.0,7.0,1
426.56,4.13,44.27,1.0,4.0,7.0,0
265.34,3.24,67.01,2.0,4.0,4.0,1
418.46,1.78,108.39,1.0,8.0,4.0,1
535.0,9.96,0.0,0.0,0.0,15.0,0
335.88,3.78,48.39,2.0,4.0,9.0,1
279.34,2.55,86.63,3.0,3.0,9.0,0
246.27,1.04,66.48,1.0,3.0,2.0,0
388.9,3.15,53.01,1.0,4.0,8.0,1
185.18,0.48,81.19,1.0,5.0,3.0,1
270.24,2.58,90.9,3.0,5.0,1.0,0
239.27,0.92,92.78,3.0,5.0,4.0,1
533.61,4.2,135.53,3.0,9.0,8.0,1
315.35,2.91,90.07,2.0,4.0,3.0,0
328.41,2.14,95.58,4.0,4.0,8.0,1
410.91,3.14,74.6,2.0,4.0,2.0,0
366.43,4.99,97.42,2.0,6.0,5.0,1
312.41,1.29,90.65,2.0,5.0,7.0,1
464.38,-0.54,210.51,8.0,12.0,4.0,0
265.25,-1.53,130.24,2.0,5.0,3.0,1
362.47,1.78,94.83,3.0,5.0,2.0,1
224.26,0.96,75.27,2.0,3.0,4.0,1
377.49,3.61,36.02,0.0,4.0,1.0,0
223.28,2.68,41.61,0.0,3.0,1.0,0
378.49,1.89,86.71,3.0,4.0,6.0,0
416.34,6.08,26.3,0.0,2.0,11.0,1
410.43,2.92,100.0,1.0,7.0,9.0,0
104.11,-0.16,57.53,2.0,2.0,3.0,1
444.42,0.91,152.24,3.0,9.0,6.0,1
124.14,0.88,40.46,2.0,2.0,1.0,0
272.26,-1.17,92.34,2.0,4.0,0.0,0
428.61,5.9,78.9,0.0,6.0,20.0,1
392.58,4.48,77.76,3.0,3.0,4.0,1
287.22,-0.05,136.38,3.0,7.0,5.0,0
303.34,3.59,76.38,3.0,4.0,5.0,1
261.37,3.92,3.24,0.0,1.0,1.0,0
351.44,2.84,84.86,2.0,6.0,5.0,1
398.5,3.29,86.99,3.0,4.0,8.0,0
241.25,-1.7,136.29,6.0,7.0,2.0,1
223.28,2.68,41.61,0.0,3.0,1.0,0
349.47,2.64,51.16,1.0,5.0,7.0,1
518.06,6.09,73.75,2.0,7.0,7.0,0
263.28,3.92,41.57,1.0,2.0,1.0,1
432.6,4.19,86.99,3.0,5.0,13.0,1
324.42,3.62,51.22,1.0,4.0,6.0,0
284.75,-0.06,120.32,2.0,4.0,2.0,0
354.49,5.65,35.53,0.0,3.0,7.0,1
296.41,2.8,46.33,1.0,2.0,6.0,0
584.11,5.09,85.86,2.0,9.0,8.0,1
519.45,3.04,185.44,1.0,15.0,13.0,1
298.35,1.02,83.12,3.0,4.0,7.0,1
458.5,1.98,152.69,4.0,7.0,9.0,1
498.59,4.07,115.79,3.0,6.0,6.0,0
196.21,0.32,75.27,2.0,3.0,3.0,0
265.27,-1.73,140.31,6.0,7.0,2.0,0
537.58,4.64,58.2,2.0,2.0,14.0,1
370.79,2.61,99.26,3.0,3.0,5.0,0
318.38,1.54,89.75,1.0,6.0,5.0,0
508.43,3.45,119.85,2.0,8.0,7.0,1
339.4,0.39,97.05,1.0,7.0,3.0,1
572.75,4.73,86.9,2.0,6.0,9.0,1
350.59,4.72,40.58,0.0,5.0,6.0,0
477.57,4.73,89.66,2.0,7.0,4.0,0
280.31,0.87,107.2,2.0,6.0,4.0,1
305.37,2.37,89.62,2.0,4.0,6.0,0
403.48,3.72,48.0,0.0,5.0,3.0,1
313.79,1.08,72.0,1.0,5.0,6.0,1
613.91,2.52,95.5,3.0,3.0,3.0,1
341.41,1.73,92.7,2.0,5.0,8.0,0
165.24,1.33,32.26,2.0,2.0,3.0,1
227.08,-1.02,157.11,0.0,9.0,8.0,1
427.42,0.67,191.26,6.0,6.0,9.0,1
219.28,-1.45,84.16,4.0,5.0,4.0,1
179.31,2.69,26.02,1.0,1.0,0.0,1
255.27,2.13,80.39,2.0,3.0,4.0,0
250.2,3.04,57.53,2.0,2.0,2.0,1
318.34,3.2,56.84,1.0,4.0,9.0,1
231.26,3.25,12.03,1.0,1.0,4.0,1
195.22,-3.36,113.18,6.0,6.0,6.0,1
206.28,3.07,37.3,1.0,1.0,4.0,1
314.86,4.07,6.48,0.0,2.0,3.0,0
410.49,3.59,64.16,0.0,6.0,4.0,1
471.55,-0.73,163.33,2.0,12.0,9.0,1
240.31,3.14,55.12,2.0,2.0,2.0,0
490.56,5.55,94.26,1.0,7.0,13.0,1
396.6,6.39,34.14,0.0,2.0,4.0,0
733.94,1.79,193.91,5.0,14.0,7.0,1
316.14,-1.19,209.48,0.0,12.0,12.0,0
419.38,1.35,100.87,2.0,6.0,3.0,1
493.62,4.59,86.28,2.0,7.0,7.0,1
525.65,5.03,72.8,1.0,6.0,9.0,0
361.49,5.77,50.09,0.0,3.0,9.0,1
318.74,2.61,52.9,1.0,3.0,1.0,0
393.47,4.51,80.32,2.0,5.0,5.0,1
494.58,3.44,100.9,2.0,6.0,3.0,1
436.54,2.85,88.23,1.0,6.0,5.0,0
263.79,3.96,3.24,0.0,2.0,2.0,1
285.31,2.66,78.29,0.0,5.0,3.0,1
404.47,3.63,104.2,2.0,7.0,7.0,1
102.03,1.52,0.0,0.0,0.0,0.0,0
442.4,0.19,195.02,6.0,6.0,13.0,1
597.96,3.74,52.9,1.0,2.0,5.0,1
602.9,10.15,55.76,1.0,4.0,8.0,0
427.53,4.11,71.11,1.0,6.0,5.0,1
216.28,2.14,35.83,1.0,3.0,2.0,0
353.85,1.06,118.36,3.0,5.0,3.0,0
273.34,2.29,66.89,2.0,4.0,4.0,1
298.46,3.86,15.27,1.0,3.0,3.0,1
293.41,2.97,30.93,0.0,4.0,9.0,1
194.15,-2.08,108.17,1.0,7.0,1.0,1
287.19,4.75,37.3,1.0,1.0,3.0,0
248.28,1.39,77.34,2.0,4.0,4.0,0
151.16,1.35,49.33,2.0,2.0,1.0,1
362.47,3.27,49.41,1.0,3.0,4.0,0
375.37,5.85,50.19,1.0,2.0,3.0,0
200.53,0.01,104.74,0.0,6.0,6.0,0
153.18,0.6,66.48,3.0,3.0,2.0,1
319.25,3.93,16.13,0.0,2.0,5.0,1
226.15,-0.88,140.83,2.0,6.0,3.0,0
560.65,5.03,85.52,3.0,6.0,7.0,1
363.39,0.15,132.96,4.0,6.0,4.0,1
272.18,3.33,12.47,0.0,2.0,6.0,0
401.48,2.71,83.91,1.0,5.0,3.0,0
211.26,3.01,32.59,1.0,2.0,3.0,0
415.97,5.63,29.02,0.0,3.0,2.0,1
351.41,1.56,68.78,1.0,5.0,2.0,0
478.63,5.01,52.19,1.0,6.0,7.0,0
364.42,1.09,95.94,2.0,5.0,5.0,0
444.42,0.91,152.24,3.0,9.0,6.0,1
502.8,0.42,78.66,6.0,8.0,4.0,1
416.13,6.45,27.05,0.0,3.0,6.0,1
279.34,2.89,50.68,1.0,3.0,2.0,1
525.64,-0.65,172.46,3.0,13.0,10.0,1
450.56,3.2,82.61,1.0,5.0,6.0,1
359.45,2.99,83.09,1.0,5.0,8.0,0
872.89,6.67,359.42,8.0,16.0,9.0,1
245.11,1.76,62.44,3.0,2.0,1.0,1
141.17,0.36,63.32,2.0,2.0,1.0,0
262.35,3.19,57.53,2.0,2.0,4.0,0
262.35,2.37,34.06,0.0,3.0,5.0,0
465.95,3.36,86.05,2.0,6.0,9.0,1
283.41,4.0,12.47,0.0,2.0,8.0,0
266.32,3.26,60.45,1.0,5.0,4.0,0
306.45,3.72,55.56,1.0,4.0,11.0,0
581.65,8.05,61.44,2.0,3.0,6.0,1
248.37,2.89,32.34,1.0,2.0,5.0,0
253.72,1.72,62.2,2.0,6.0,1.0,1
497.5,1.02,176.61,5.0,10.0,3.0,1
247.34,2.21,29.54,0.0,3.0,3.0,1
481.51,4.63,123.0,2.0,7.0,9.0,1
329.44,1.44,36.02,0.0,4.0,4.0,0
366.47,2.9,78.66,3.0,5.0,6.0,0
222.29,1.58,42.43,0.0,4.0,6.0,0
376.33,2.4,66.48,1.0,3.0,2.0,1
451.62,3.19,71.68,2.0,4.0,8.0,1
475.18,0.43,238.67,5.0,12.0,8.0,0
440.43,1.67,141.36,4.0,6.0,4.0,1
262.31,1.31,66.48,1.0,3.0,3.0,1
247.34,1.99,41.49,2.0,3.0,6.0,0
435.53,4.16,112.07,2.0,5.0,10.0,1
310.44,4.28,37.3,1.0,2.0,2.0,0
435.9,4.39,76.37,1.0,4.0,5.0,1
386.44,1.0,99.38,4.0,6.0,4.0,1
167.21,1.42,52.32,1.0,2.0,1.0,1
298.46,3.86,15.27,1.0,3.0,3.0,1
288.43,3.88,37.3,1.0,2.0,0.0,1
244.22,-0.54,84.32,2.0,5.0,2.0,0
295.45,2.85,41.49,2.0,4.0,5.0,0
484.66,4.67,55.76,1.0,6.0,9.0,1
475.63,5.24,35.58,1.0,4.0,6.0,0
519.45,3.04,185.44,1.0,15.0,13.0,1
498.65,2.81,116.32,3.0,7.0,8.0,0
252.41,2.66,24.92,1.0,3.0,2.0,0
458.65,5.85,44.73,2.0,4.0,10.0,1
215.21,0.92,84.55,2.0,3.0,1.0,1
574.44,4.64,142.43,2.0,7.0,9.0,0
700.79,4.57,115.7,1.0,12.0,12.0,1
534.43,4.95,83.24,2.0,5.0,6.0,1
307.1,-1.06,104.55,3.0,6.0,2.0,0
344.25,2.11,67.59,2.0,4.0,7.0,0
